index,gene_id
8349,ENSG00000143751
8350,ENSG00000143753
8351,ENSG00000143756
8352,ENSG00000143761
8353,ENSG00000143768
8354,ENSG00000143771
8355,ENSG00000143772
8356,ENSG00000143774
8357,ENSG00000143776
8358,ENSG00000143786
8359,ENSG00000143793
8360,ENSG00000143797
8361,ENSG00000143799
8362,ENSG00000143801
8363,ENSG00000143811
8364,ENSG00000143815
8365,ENSG00000143816
8366,ENSG00000143819
8367,ENSG00000143839
8368,ENSG00000143842
8369,ENSG00000143845
8370,ENSG00000143847
8371,ENSG00000143850
8372,ENSG00000143851
8373,ENSG00000143858
8374,ENSG00000143862
8375,ENSG00000143867
8376,ENSG00000143869
8377,ENSG00000143870
8378,ENSG00000143878
8379,ENSG00000143882
8380,ENSG00000143889
8381,ENSG00000143891
8382,ENSG00000143919
8383,ENSG00000143921
8384,ENSG00000143924
8385,ENSG00000143933
8386,ENSG00000143942
8387,ENSG00000143947
8388,ENSG00000143951
8389,ENSG00000143952
8390,ENSG00000143954
8391,ENSG00000143970
8392,ENSG00000143971
8393,ENSG00000143977
8394,ENSG00000143994
8395,ENSG00000143995
8396,ENSG00000144010
8397,ENSG00000144015
8398,ENSG00000144021
8399,ENSG00000144026
8400,ENSG00000144028
8401,ENSG00000144029
8402,ENSG00000144031
8403,ENSG00000144034
8404,ENSG00000144035
8405,ENSG00000144036
8406,ENSG00000144040
8407,ENSG00000144043
8408,ENSG00000144045
8409,ENSG00000144048
8410,ENSG00000144057
8411,ENSG00000144061
8412,ENSG00000144063
8413,ENSG00000144115
8414,ENSG00000144118
8415,ENSG00000144119
8416,ENSG00000144120
8417,ENSG00000144130
8418,ENSG00000144134
8419,ENSG00000144136
8420,ENSG00000144152
8421,ENSG00000144161
8422,ENSG00000144182
8423,ENSG00000144191
8424,ENSG00000144199
8425,ENSG00000144214
8426,ENSG00000144218
8427,ENSG00000144224
8428,ENSG00000144227
8429,ENSG00000144228
8430,ENSG00000144229
8431,ENSG00000144230
8432,ENSG00000144231
8433,ENSG00000144233
8434,ENSG00000144278
8435,ENSG00000144283
8436,ENSG00000144285
8437,ENSG00000144290
8438,ENSG00000144306
8439,ENSG00000144320
8440,ENSG00000144331
8441,ENSG00000144339
8442,ENSG00000144354
8443,ENSG00000144355
8444,ENSG00000144357
8445,ENSG00000144362
8446,ENSG00000144366
8447,ENSG00000144369
8448,ENSG00000144381
8449,ENSG00000144395
8450,ENSG00000144401
8451,ENSG00000144406
8452,ENSG00000144407
8453,ENSG00000144410
8454,ENSG00000144426
8455,ENSG00000144445
8456,ENSG00000144451
8457,ENSG00000144452
8458,ENSG00000144455
8459,ENSG00000144460
8460,ENSG00000144468
8461,ENSG00000144476
8462,ENSG00000144481
8463,ENSG00000144485
8464,ENSG00000144488
8465,ENSG00000144504
8466,ENSG00000144524
8467,ENSG00000144535
8468,ENSG00000144550
8469,ENSG00000144554
8470,ENSG00000144559
8471,ENSG00000144560
8472,ENSG00000144566
8473,ENSG00000144567
8474,ENSG00000144579
8475,ENSG00000144580
8476,ENSG00000144583
8477,ENSG00000144589
8478,ENSG00000144591
8479,ENSG00000144596
8480,ENSG00000144597
8481,ENSG00000144619
8482,ENSG00000144635
8483,ENSG00000144642
8484,ENSG00000144644
8485,ENSG00000144645
8486,ENSG00000144647
8487,ENSG00000144648
8488,ENSG00000144649
8489,ENSG00000144655
8490,ENSG00000144659
8491,ENSG00000144668
8492,ENSG00000144671
8493,ENSG00000144674
8494,ENSG00000144677
8495,ENSG00000144681
8496,ENSG00000144711
8497,ENSG00000144712
8498,ENSG00000144713
8499,ENSG00000144724
8500,ENSG00000144730
8501,ENSG00000144736
8502,ENSG00000144741
8503,ENSG00000144744
8504,ENSG00000144746
8505,ENSG00000144747
8506,ENSG00000144749
8507,ENSG00000144771
8508,ENSG00000144791
8509,ENSG00000144792
8510,ENSG00000144802
8511,ENSG00000144810
8512,ENSG00000144815
8513,ENSG00000144820
8514,ENSG00000144821
8515,ENSG00000144824
8516,ENSG00000144827
8517,ENSG00000144834
8518,ENSG00000144837
8519,ENSG00000144840
8520,ENSG00000144843
8521,ENSG00000144847
8522,ENSG00000144848
8523,ENSG00000144852
8524,ENSG00000144857
8525,ENSG00000144867
8526,ENSG00000144868
8527,ENSG00000144891
8528,ENSG00000144893
8529,ENSG00000144895
8530,ENSG00000144908
8531,ENSG00000144909
8532,ENSG00000144935
8533,ENSG00000144959
8534,ENSG00000144962
8535,ENSG00000145002
8536,ENSG00000145012
8537,ENSG00000145014
8538,ENSG00000145016
8539,ENSG00000145020
8540,ENSG00000145022
8541,ENSG00000145029
8542,ENSG00000145040
8543,ENSG00000145041
8544,ENSG00000145050
8545,ENSG00000145063
8546,ENSG00000145087
8547,ENSG00000145088
8548,ENSG00000145103
8549,ENSG00000145107
8550,ENSG00000145113
8551,ENSG00000145147
8552,ENSG00000145191
8553,ENSG00000145192
8554,ENSG00000145194
8555,ENSG00000145198
8556,ENSG00000145214
8557,ENSG00000145216
8558,ENSG00000145217
8559,ENSG00000145220
8560,ENSG00000145241
8561,ENSG00000145242
8562,ENSG00000145244
8563,ENSG00000145246
8564,ENSG00000145247
8565,ENSG00000145248
8566,ENSG00000145283
8567,ENSG00000145284
8568,ENSG00000145287
8569,ENSG00000145293
8570,ENSG00000145309
8571,ENSG00000145321
8572,ENSG00000145331
8573,ENSG00000145332
8574,ENSG00000145335
8575,ENSG00000145337
8576,ENSG00000145348
8577,ENSG00000145349
8578,ENSG00000145354
8579,ENSG00000145358
8580,ENSG00000145362
8581,ENSG00000145365
8582,ENSG00000145375
8583,ENSG00000145384
8584,ENSG00000145386
8585,ENSG00000145388
8586,ENSG00000145390
8587,ENSG00000145391
8588,ENSG00000145414
8589,ENSG00000145416
8590,ENSG00000145423
8591,ENSG00000145425
8592,ENSG00000145428
8593,ENSG00000145431
8594,ENSG00000145439
8595,ENSG00000145451
8596,ENSG00000145476
8597,ENSG00000145491
8598,ENSG00000145494
8599,ENSG00000145495
8600,ENSG00000145506
8601,ENSG00000145526
8602,ENSG00000145536
8603,ENSG00000145545
8604,ENSG00000145555
8605,ENSG00000145569
8606,ENSG00000145592
8607,ENSG00000145604
8608,ENSG00000145623
8609,ENSG00000145626
8610,ENSG00000145632
8611,ENSG00000145642
8612,ENSG00000145649
8613,ENSG00000145675
8614,ENSG00000145681
8615,ENSG00000145685
8616,ENSG00000145687
8617,ENSG00000145692
8618,ENSG00000145700
8619,ENSG00000145703
8620,ENSG00000145708
8621,ENSG00000145715
8622,ENSG00000145721
8623,ENSG00000145723
8624,ENSG00000145725
8625,ENSG00000145730
8626,ENSG00000145734
8627,ENSG00000145736
8628,ENSG00000145740
8629,ENSG00000145741
8630,ENSG00000145743
8631,ENSG00000145757
8632,ENSG00000145777
8633,ENSG00000145779
8634,ENSG00000145780
8635,ENSG00000145781
8636,ENSG00000145782
8637,ENSG00000145794
8638,ENSG00000145808
8639,ENSG00000145817
8640,ENSG00000145819
8641,ENSG00000145824
8642,ENSG00000145826
8643,ENSG00000145832
8644,ENSG00000145833
8645,ENSG00000145839
8646,ENSG00000145850
8647,ENSG00000145860
8648,ENSG00000145861
8649,ENSG00000145863
8650,ENSG00000145864
8651,ENSG00000145868
8652,ENSG00000145879
8653,ENSG00000145882
8654,ENSG00000145888
8655,ENSG00000145901
8656,ENSG00000145907
8657,ENSG00000145908
8658,ENSG00000145911
8659,ENSG00000145912
8660,ENSG00000145916
8661,ENSG00000145919
8662,ENSG00000145920
8663,ENSG00000145934
8664,ENSG00000145936
8665,ENSG00000145945
8666,ENSG00000145949
8667,ENSG00000145975
8668,ENSG00000145979
8669,ENSG00000145982
8670,ENSG00000145990
8671,ENSG00000145996
8672,ENSG00000146005
8673,ENSG00000146006
8674,ENSG00000146007
8675,ENSG00000146013
8676,ENSG00000146021
8677,ENSG00000146038
8678,ENSG00000146039
8679,ENSG00000146047
8680,ENSG00000146049
8681,ENSG00000146054
8682,ENSG00000146063
8683,ENSG00000146066
8684,ENSG00000146067
8685,ENSG00000146070
8686,ENSG00000146072
8687,ENSG00000146083
8688,ENSG00000146085
8689,ENSG00000146090
8690,ENSG00000146094
8691,ENSG00000146109
8692,ENSG00000146112
8693,ENSG00000146122
8694,ENSG00000146143
8695,ENSG00000146147
8696,ENSG00000146151
8697,ENSG00000146166
8698,ENSG00000146192
8699,ENSG00000146197
8700,ENSG00000146205
8701,ENSG00000146215
8702,ENSG00000146216
8703,ENSG00000146221
8704,ENSG00000146223
8705,ENSG00000146232
8706,ENSG00000146233
8707,ENSG00000146242
8708,ENSG00000146243
8709,ENSG00000146247
8710,ENSG00000146250
8711,ENSG00000146263
8712,ENSG00000146267
8713,ENSG00000146276
8714,ENSG00000146278
8715,ENSG00000146281
8716,ENSG00000146282
8717,ENSG00000146285
8718,ENSG00000146350
8719,ENSG00000146352
8720,ENSG00000146360
8721,ENSG00000146373
8722,ENSG00000146374
8723,ENSG00000146376
8724,ENSG00000146378
8725,ENSG00000146383
8726,ENSG00000146385
8727,ENSG00000146386
8728,ENSG00000146399
8729,ENSG00000146409
8730,ENSG00000146410
8731,ENSG00000146411
8732,ENSG00000146414
8733,ENSG00000146416
8734,ENSG00000146425
8735,ENSG00000146426
8736,ENSG00000146433
8737,ENSG00000146453
8738,ENSG00000146457
8739,ENSG00000146463
8740,ENSG00000146469
8741,ENSG00000146476
8742,ENSG00000146477
8743,ENSG00000146521
8744,ENSG00000146530
8745,ENSG00000146535
8746,ENSG00000146540
8747,ENSG00000146555
8748,ENSG00000146574
8749,ENSG00000146576
8750,ENSG00000146587
8751,ENSG00000146592
8752,ENSG00000146618
8753,ENSG00000146648
8754,ENSG00000146666
8755,ENSG00000146670
8756,ENSG00000146674
8757,ENSG00000146676
8758,ENSG00000146678
8759,ENSG00000146700
8760,ENSG00000146701
8761,ENSG00000146707
8762,ENSG00000146729
8763,ENSG00000146731
8764,ENSG00000146733
8765,ENSG00000146755
8766,ENSG00000146757
8767,ENSG00000146776
8768,ENSG00000146802
8769,ENSG00000146809
8770,ENSG00000146826
8771,ENSG00000146828
8772,ENSG00000146830
8773,ENSG00000146833
8774,ENSG00000146834
8775,ENSG00000146839
8776,ENSG00000146842
8777,ENSG00000146856
8778,ENSG00000146857
8779,ENSG00000146858
8780,ENSG00000146859
8781,ENSG00000146872
8782,ENSG00000146904
8783,ENSG00000146909
8784,ENSG00000146910
8785,ENSG00000146918
8786,ENSG00000146926
8787,ENSG00000146938
8788,ENSG00000146950
8789,ENSG00000146955
8790,ENSG00000146963
8791,ENSG00000146966
8792,ENSG00000147003
8793,ENSG00000147010
8794,ENSG00000147027
8795,ENSG00000147036
8796,ENSG00000147041
8797,ENSG00000147044
8798,ENSG00000147050
8799,ENSG00000147059
8800,ENSG00000147065
8801,ENSG00000147081
8802,ENSG00000147082
8803,ENSG00000147099
8804,ENSG00000147100
8805,ENSG00000147113
8806,ENSG00000147117
8807,ENSG00000147118
8808,ENSG00000147119
8809,ENSG00000147121
8810,ENSG00000147123
8811,ENSG00000147124
8812,ENSG00000147127
8813,ENSG00000147130
8814,ENSG00000147133
8815,ENSG00000147138
8816,ENSG00000147140
8817,ENSG00000147144
8818,ENSG00000147145
8819,ENSG00000147155
8820,ENSG00000147160
8821,ENSG00000147162
8822,ENSG00000147164
8823,ENSG00000147166
8824,ENSG00000147168
8825,ENSG00000147174
8826,ENSG00000147180
8827,ENSG00000147183
8828,ENSG00000147202
8829,ENSG00000147206
8830,ENSG00000147223
8831,ENSG00000147224
8832,ENSG00000147231
8833,ENSG00000147234
8834,ENSG00000147246
8835,ENSG00000147251
8836,ENSG00000147255
8837,ENSG00000147256
8838,ENSG00000147257
8839,ENSG00000147262
8840,ENSG00000147274
8841,ENSG00000147316
8842,ENSG00000147324
8843,ENSG00000147364
8844,ENSG00000147378
8845,ENSG00000147381
8846,ENSG00000147383
8847,ENSG00000147394
8848,ENSG00000147400
8849,ENSG00000147403
8850,ENSG00000147408
8851,ENSG00000147416
8852,ENSG00000147419
8853,ENSG00000147421
8854,ENSG00000147432
8855,ENSG00000147434
8856,ENSG00000147437
8857,ENSG00000147439
8858,ENSG00000147443
8859,ENSG00000147454
8860,ENSG00000147457
8861,ENSG00000147459
8862,ENSG00000147465
8863,ENSG00000147471
8864,ENSG00000147475
8865,ENSG00000147481
8866,ENSG00000147485
8867,ENSG00000147488
8868,ENSG00000147509
8869,ENSG00000147526
8870,ENSG00000147533
8871,ENSG00000147535
8872,ENSG00000147536
8873,ENSG00000147548
8874,ENSG00000147570
8875,ENSG00000147571
8876,ENSG00000147573
8877,ENSG00000147576
8878,ENSG00000147586
8879,ENSG00000147588
8880,ENSG00000147592
8881,ENSG00000147596
8882,ENSG00000147601
8883,ENSG00000147604
8884,ENSG00000147606
8885,ENSG00000147613
8886,ENSG00000147614
8887,ENSG00000147642
8888,ENSG00000147647
8889,ENSG00000147649
8890,ENSG00000147650
8891,ENSG00000147654
8892,ENSG00000147655
8893,ENSG00000147669
8894,ENSG00000147676
8895,ENSG00000147677
8896,ENSG00000147679
8897,ENSG00000147684
8898,ENSG00000147687
8899,ENSG00000147689
8900,ENSG00000147697
8901,ENSG00000147724
8902,ENSG00000147789
8903,ENSG00000147799
8904,ENSG00000147804
8905,ENSG00000147813
8906,ENSG00000147852
8907,ENSG00000147853
8908,ENSG00000147854
8909,ENSG00000147862
8910,ENSG00000147869
8911,ENSG00000147872
8912,ENSG00000147873
8913,ENSG00000147874
8914,ENSG00000147883
8915,ENSG00000147885
8916,ENSG00000147889
8917,ENSG00000147894
8918,ENSG00000147896
8919,ENSG00000147905
8920,ENSG00000147912
8921,ENSG00000147955
8922,ENSG00000147996
8923,ENSG00000148019
8924,ENSG00000148053
8925,ENSG00000148057
8926,ENSG00000148082
8927,ENSG00000148090
8928,ENSG00000148110
8929,ENSG00000148120
8930,ENSG00000148123
8931,ENSG00000148136
8932,ENSG00000148143
8933,ENSG00000148153
8934,ENSG00000148154
8935,ENSG00000148156
8936,ENSG00000148158
8937,ENSG00000148175
8938,ENSG00000148180
8939,ENSG00000148187
8940,ENSG00000148200
8941,ENSG00000148204
8942,ENSG00000148215
8943,ENSG00000148218
8944,ENSG00000148219
8945,ENSG00000148225
8946,ENSG00000148229
8947,ENSG00000148248
8948,ENSG00000148288
8949,ENSG00000148290
8950,ENSG00000148291
8951,ENSG00000148296
8952,ENSG00000148297
8953,ENSG00000148300
8954,ENSG00000148303
8955,ENSG00000148308
8956,ENSG00000148331
8957,ENSG00000148334
8958,ENSG00000148335
8959,ENSG00000148337
8960,ENSG00000148339
8961,ENSG00000148341
8962,ENSG00000148343
8963,ENSG00000148344
8964,ENSG00000148346
8965,ENSG00000148356
8966,ENSG00000148357
8967,ENSG00000148358
8968,ENSG00000148362
8969,ENSG00000148377
8970,ENSG00000148384
8971,ENSG00000148386
8972,ENSG00000148396
8973,ENSG00000148399
8974,ENSG00000148400
8975,ENSG00000148408
8976,ENSG00000148411
8977,ENSG00000148426
8978,ENSG00000148429
8979,ENSG00000148444
8980,ENSG00000148450
8981,ENSG00000148459
8982,ENSG00000148468
8983,ENSG00000148481
8984,ENSG00000148482
8985,ENSG00000148483
8986,ENSG00000148484
8987,ENSG00000148488
8988,ENSG00000148498
8989,ENSG00000148513
8990,ENSG00000148516
8991,ENSG00000148541
8992,ENSG00000148572
8993,ENSG00000148584
8994,ENSG00000148600
8995,ENSG00000148602
8996,ENSG00000148604
8997,ENSG00000148606
8998,ENSG00000148634
8999,ENSG00000148655
9000,ENSG00000148660
9001,ENSG00000148671
9002,ENSG00000148672
9003,ENSG00000148677
9004,ENSG00000148680
9005,ENSG00000148688
9006,ENSG00000148690
9007,ENSG00000148700
9008,ENSG00000148702
9009,ENSG00000148704
9010,ENSG00000148719
9011,ENSG00000148730
9012,ENSG00000148734
9013,ENSG00000148735
9014,ENSG00000148737
9015,ENSG00000148773
9016,ENSG00000148795
9017,ENSG00000148798
9018,ENSG00000148803
9019,ENSG00000148814
9020,ENSG00000148824
9021,ENSG00000148826
9022,ENSG00000148832
9023,ENSG00000148834
9024,ENSG00000148835
9025,ENSG00000148840
9026,ENSG00000148841
9027,ENSG00000148842
9028,ENSG00000148843
9029,ENSG00000148848
9030,ENSG00000148908
9031,ENSG00000148925
9032,ENSG00000148926
9033,ENSG00000148935
9034,ENSG00000148942
9035,ENSG00000148943
9036,ENSG00000148948
9037,ENSG00000148950
9038,ENSG00000148965
9039,ENSG00000148985
9040,ENSG00000149016
9041,ENSG00000149021
9042,ENSG00000149043
9043,ENSG00000149050
9044,ENSG00000149054
9045,ENSG00000149084
9046,ENSG00000149089
9047,ENSG00000149090
9048,ENSG00000149091
9049,ENSG00000149100
9050,ENSG00000149115
9051,ENSG00000149124
9052,ENSG00000149131
9053,ENSG00000149133
9054,ENSG00000149136
9055,ENSG00000149150
9056,ENSG00000149177
9057,ENSG00000149179
9058,ENSG00000149182
9059,ENSG00000149187
9060,ENSG00000149196
9061,ENSG00000149201
9062,ENSG00000149212
9063,ENSG00000149218
9064,ENSG00000149231
9065,ENSG00000149243
9066,ENSG00000149256
9067,ENSG00000149257
9068,ENSG00000149260
9069,ENSG00000149262
9070,ENSG00000149269
9071,ENSG00000149273
9072,ENSG00000149289
9073,ENSG00000149292
9074,ENSG00000149294
9075,ENSG00000149295
9076,ENSG00000149300
9077,ENSG00000149305
9078,ENSG00000149308
9079,ENSG00000149311
9080,ENSG00000149313
9081,ENSG00000149328
9082,ENSG00000149346
9083,ENSG00000149357
9084,ENSG00000149380
9085,ENSG00000149403
9086,ENSG00000149418
9087,ENSG00000149428
9088,ENSG00000149435
9089,ENSG00000149443
9090,ENSG00000149451
9091,ENSG00000149452
9092,ENSG00000149474
9093,ENSG00000149476
9094,ENSG00000149480
9095,ENSG00000149483
9096,ENSG00000149485
9097,ENSG00000149488
9098,ENSG00000149489
9099,ENSG00000149499
9100,ENSG00000149503
9101,ENSG00000149506
9102,ENSG00000149507
9103,ENSG00000149516
9104,ENSG00000149527
9105,ENSG00000149532
9106,ENSG00000149534
9107,ENSG00000149541
9108,ENSG00000149547
9109,ENSG00000149548
9110,ENSG00000149554
9111,ENSG00000149557
9112,ENSG00000149564
9113,ENSG00000149571
9114,ENSG00000149573
9115,ENSG00000149575
9116,ENSG00000149577
9117,ENSG00000149582
9118,ENSG00000149591
9119,ENSG00000149596
9120,ENSG00000149599
9121,ENSG00000149600
9122,ENSG00000149609
9123,ENSG00000149633
9124,ENSG00000149634
9125,ENSG00000149635
9126,ENSG00000149636
9127,ENSG00000149639
9128,ENSG00000149646
9129,ENSG00000149651
9130,ENSG00000149654
9131,ENSG00000149656
9132,ENSG00000149657
9133,ENSG00000149658
9134,ENSG00000149679
9135,ENSG00000149716
9136,ENSG00000149735
9137,ENSG00000149742
9138,ENSG00000149743
9139,ENSG00000149761
9140,ENSG00000149781
9141,ENSG00000149782
9142,ENSG00000149792
9143,ENSG00000149798
9144,ENSG00000149806
9145,ENSG00000149809
9146,ENSG00000149823
9147,ENSG00000149922
9148,ENSG00000149923
9149,ENSG00000149925
9150,ENSG00000149926
9151,ENSG00000149927
9152,ENSG00000149929
9153,ENSG00000149930
9154,ENSG00000149932
9155,ENSG00000149948
9156,ENSG00000149968
9157,ENSG00000149970
9158,ENSG00000149972
9159,ENSG00000150045
9160,ENSG00000150048
9161,ENSG00000150051
9162,ENSG00000150054
9163,ENSG00000150093
9164,ENSG00000150201
9165,ENSG00000150244
9166,ENSG00000150275
9167,ENSG00000150281
9168,ENSG00000150316
9169,ENSG00000150337
9170,ENSG00000150347
9171,ENSG00000150361
9172,ENSG00000150394
9173,ENSG00000150401
9174,ENSG00000150403
9175,ENSG00000150433
9176,ENSG00000150455
9177,ENSG00000150456
9178,ENSG00000150457
9179,ENSG00000150459
9180,ENSG00000150471
9181,ENSG00000150477
9182,ENSG00000150510
9183,ENSG00000150527
9184,ENSG00000150540
9185,ENSG00000150551
9186,ENSG00000150556
9187,ENSG00000150593
9188,ENSG00000150594
9189,ENSG00000150625
9190,ENSG00000150627
9191,ENSG00000150628
9192,ENSG00000150630
9193,ENSG00000150636
9194,ENSG00000150637
9195,ENSG00000150656
9196,ENSG00000150667
9197,ENSG00000150672
9198,ENSG00000150676
9199,ENSG00000150681
9200,ENSG00000150687
9201,ENSG00000150712
9202,ENSG00000150722
9203,ENSG00000150750
9204,ENSG00000150753
9205,ENSG00000150756
9206,ENSG00000150760
9207,ENSG00000150764
9208,ENSG00000150768
9209,ENSG00000150773
9210,ENSG00000150776
9211,ENSG00000150779
9212,ENSG00000150782
9213,ENSG00000150783
9214,ENSG00000150787
9215,ENSG00000150867
9216,ENSG00000150873
9217,ENSG00000150893
9218,ENSG00000150907
9219,ENSG00000150938
9220,ENSG00000150961
9221,ENSG00000150967
9222,ENSG00000150977
9223,ENSG00000150990
9224,ENSG00000150991
9225,ENSG00000150995
9226,ENSG00000151005
9227,ENSG00000151006
9228,ENSG00000151012
9229,ENSG00000151014
9230,ENSG00000151023
9231,ENSG00000151025
9232,ENSG00000151033
9233,ENSG00000151062
9234,ENSG00000151065
9235,ENSG00000151067
9236,ENSG00000151079
9237,ENSG00000151090
9238,ENSG00000151092
9239,ENSG00000151093
9240,ENSG00000151116
9241,ENSG00000151117
9242,ENSG00000151131
9243,ENSG00000151135
9244,ENSG00000151136
9245,ENSG00000151148
9246,ENSG00000151150
9247,ENSG00000151151
9248,ENSG00000151164
9249,ENSG00000151176
9250,ENSG00000151208
9251,ENSG00000151224
9252,ENSG00000151229
9253,ENSG00000151233
9254,ENSG00000151239
9255,ENSG00000151240
9256,ENSG00000151247
9257,ENSG00000151276
9258,ENSG00000151287
9259,ENSG00000151292
9260,ENSG00000151304
9261,ENSG00000151320
9262,ENSG00000151322
9263,ENSG00000151327
9264,ENSG00000151332
9265,ENSG00000151338
9266,ENSG00000151348
9267,ENSG00000151353
9268,ENSG00000151360
9269,ENSG00000151364
9270,ENSG00000151365
9271,ENSG00000151366
9272,ENSG00000151376
9273,ENSG00000151379
9274,ENSG00000151388
9275,ENSG00000151413
9276,ENSG00000151414
9277,ENSG00000151418
9278,ENSG00000151422
9279,ENSG00000151445
9280,ENSG00000151458
9281,ENSG00000151461
9282,ENSG00000151465
9283,ENSG00000151466
9284,ENSG00000151468
9285,ENSG00000151470
9286,ENSG00000151474
9287,ENSG00000151475
9288,ENSG00000151490
9289,ENSG00000151491
9290,ENSG00000151498
9291,ENSG00000151500
9292,ENSG00000151502
9293,ENSG00000151503
9294,ENSG00000151532
9295,ENSG00000151552
9296,ENSG00000151553
9297,ENSG00000151572
9298,ENSG00000151575
9299,ENSG00000151576
9300,ENSG00000151577
9301,ENSG00000151611
9302,ENSG00000151612
9303,ENSG00000151615
9304,ENSG00000151617
9305,ENSG00000151623
9306,ENSG00000151632
9307,ENSG00000151640
9308,ENSG00000151650
9309,ENSG00000151651
9310,ENSG00000151655
9311,ENSG00000151657
9312,ENSG00000151665
9313,ENSG00000151687
9314,ENSG00000151689
9315,ENSG00000151690
9316,ENSG00000151692
9317,ENSG00000151693
9318,ENSG00000151694
9319,ENSG00000151702
9320,ENSG00000151704
9321,ENSG00000151715
9322,ENSG00000151718
9323,ENSG00000151725
9324,ENSG00000151726
9325,ENSG00000151729
9326,ENSG00000151743
9327,ENSG00000151746
9328,ENSG00000151748
9329,ENSG00000151773
9330,ENSG00000151778
9331,ENSG00000151779
9332,ENSG00000151789
9333,ENSG00000151790
9334,ENSG00000151806
9335,ENSG00000151812
9336,ENSG00000151834
9337,ENSG00000151835
9338,ENSG00000151838
9339,ENSG00000151846
9340,ENSG00000151849
9341,ENSG00000151876
9342,ENSG00000151881
9343,ENSG00000151882
9344,ENSG00000151883
9345,ENSG00000151892
9346,ENSG00000151893
9347,ENSG00000151914
9348,ENSG00000151917
9349,ENSG00000151923
9350,ENSG00000151929
9351,ENSG00000151948
9352,ENSG00000151952
9353,ENSG00000151962
9354,ENSG00000151967
9355,ENSG00000152034
9356,ENSG00000152049
9357,ENSG00000152056
9358,ENSG00000152061
9359,ENSG00000152076
9360,ENSG00000152078
9361,ENSG00000152082
9362,ENSG00000152086
9363,ENSG00000152092
9364,ENSG00000152093
9365,ENSG00000152102
9366,ENSG00000152104
9367,ENSG00000152127
9368,ENSG00000152128
9369,ENSG00000152133
9370,ENSG00000152137
9371,ENSG00000152147
9372,ENSG00000152154
9373,ENSG00000152192
9374,ENSG00000152193
9375,ENSG00000152207
9376,ENSG00000152208
9377,ENSG00000152213
9378,ENSG00000152214
9379,ENSG00000152217
9380,ENSG00000152219
9381,ENSG00000152223
9382,ENSG00000152229
9383,ENSG00000152234
9384,ENSG00000152240
9385,ENSG00000152242
9386,ENSG00000152253
9387,ENSG00000152254
9388,ENSG00000152256
9389,ENSG00000152266
9390,ENSG00000152270
9391,ENSG00000152284
9392,ENSG00000152291
9393,ENSG00000152292
9394,ENSG00000152315
9395,ENSG00000152332
9396,ENSG00000152348
9397,ENSG00000152359
9398,ENSG00000152377
9399,ENSG00000152380
9400,ENSG00000152382
9401,ENSG00000152402
9402,ENSG00000152404
9403,ENSG00000152409
9404,ENSG00000152413
9405,ENSG00000152422
9406,ENSG00000152430
9407,ENSG00000152433
9408,ENSG00000152439
9409,ENSG00000152443
9410,ENSG00000152454
9411,ENSG00000152455
9412,ENSG00000152457
9413,ENSG00000152463
9414,ENSG00000152464
9415,ENSG00000152465
9416,ENSG00000152467
9417,ENSG00000152475
9418,ENSG00000152484
9419,ENSG00000152492
9420,ENSG00000152495
9421,ENSG00000152503
9422,ENSG00000152518
9423,ENSG00000152520
9424,ENSG00000152527
9425,ENSG00000152556
9426,ENSG00000152558
9427,ENSG00000152578
9428,ENSG00000152580
9429,ENSG00000152582
9430,ENSG00000152583
9431,ENSG00000152591
9432,ENSG00000152592
9433,ENSG00000152595
9434,ENSG00000152601
9435,ENSG00000152611
9436,ENSG00000152620
9437,ENSG00000152642
9438,ENSG00000152661
9439,ENSG00000152669
9440,ENSG00000152670
9441,ENSG00000152672
9442,ENSG00000152683
9443,ENSG00000152684
9444,ENSG00000152689
9445,ENSG00000152700
9446,ENSG00000152705
9447,ENSG00000152749
9448,ENSG00000152760
9449,ENSG00000152763
9450,ENSG00000152766
9451,ENSG00000152767
9452,ENSG00000152778
9453,ENSG00000152779
9454,ENSG00000152782
9455,ENSG00000152784
9456,ENSG00000152785
9457,ENSG00000152795
9458,ENSG00000152804
9459,ENSG00000152818
9460,ENSG00000152822
9461,ENSG00000152894
9462,ENSG00000152904
9463,ENSG00000152910
9464,ENSG00000152926
9465,ENSG00000152931
9466,ENSG00000152932
9467,ENSG00000152936
9468,ENSG00000152939
9469,ENSG00000152942
9470,ENSG00000152944
9471,ENSG00000152952
9472,ENSG00000152953
9473,ENSG00000152954
9474,ENSG00000152969
9475,ENSG00000152977
9476,ENSG00000152990
9477,ENSG00000153002
9478,ENSG00000153006
9479,ENSG00000153012
9480,ENSG00000153015
9481,ENSG00000153029
9482,ENSG00000153037
9483,ENSG00000153044
9484,ENSG00000153046
9485,ENSG00000153048
9486,ENSG00000153060
9487,ENSG00000153064
9488,ENSG00000153066
9489,ENSG00000153071
9490,ENSG00000153086
9491,ENSG00000153093
9492,ENSG00000153094
9493,ENSG00000153107
9494,ENSG00000153113
9495,ENSG00000153130
9496,ENSG00000153132
9497,ENSG00000153140
9498,ENSG00000153147
9499,ENSG00000153157
9500,ENSG00000153162
9501,ENSG00000153165
9502,ENSG00000153179
9503,ENSG00000153187
9504,ENSG00000153201
9505,ENSG00000153207
9506,ENSG00000153208
9507,ENSG00000153214
9508,ENSG00000153230
9509,ENSG00000153233
9510,ENSG00000153234
9511,ENSG00000153237
9512,ENSG00000153246
9513,ENSG00000153250
9514,ENSG00000153253
